,brand,model,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,audio_jack,bluetooth,GPS,NFC,radio,battery,approx_price_EUR,img_url,GSM,LTE,DualSim,NumberOfCores,li-ion,li-po,AMOLED,([^\w]|\b)OLED,TFT,LCD,Android,Windows,iOS
6644,Gionee,Pioneer P6,HSPA,Yes,Yes,2015,142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in),150.0,Dual SIM (Dual stand-by),TFT capacitive touchscreen  16M colors,5.0 inches (~64.9% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP| LED flash,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1950 mAh battery,120.0,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p6.jpg,GSM,,Yes,4,Yes,,,,TFT,,Yes,,
6645,Gionee,Elife E7,HSPA  LTE,Yes,Yes,2013,150.6 x 75 x 9.5 mm (5.93 x 2.95 x 0.37 in),150.0,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~73.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 2.2 GHz Krait 400/ Quad-core 2.5 GHz Krait 400,Qualcomm MSM8274 Snapdragon 800,Adreno 330,No,16 GB,2 GB RAM/ 32 GB| 3 GB RAM,16 MP| f/2.2| autofocus| LED flash,8 MP,Yes,Yes,Yes,Yes,FM radio| recording,Non-removable Li-Po 2500 mAh battery,340.0,http://cdn2.gsmarena.com/vv/bigpic/gionee-e7-.jpg,GSM,LTE,,4,,Yes,,,,LCD,Yes,,
6646,HTC,One E9+,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015,156.5 x 76.5 x 7.5 mm (6.16 x 3.01 x 0.30 in),150.0,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~69.7% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 5.0 (Lollipop)| planned upgrade to 6.0 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Mediatek MT6795M Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20 MP| f/2.2| 28mm| autofocus| LED flash| ,13 MP| f/2.0| 27mm| 1080p@30fps,Yes,Yes,Yes,Yes,FM radio,Non-removable Li-Po 2800 mAh battery,320.0,http://cdn2.gsmarena.com/vv/bigpic/htc-one-e9plus.jpg,GSM,LTE,Yes,8,,Yes,,,,,Yes,,
6647,HTC,Desire 616 dual sim,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,142 x 71.9 x 9.2 mm (5.59 x 2.83 x 0.36 in),150.0,Dual SIM (Mini-SIM/ Micro-SIM),Capacitive touchscreen  16M colors,5.0 inches (~67.5% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.2.2 (Jelly Bean),Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash| ,2 MP| 720p,Yes,Yes,Yes,,FM radio| RDS,Removable Li-Po 2000 mAh battery,180.0,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-616--dual-sim.jpg,GSM,,Yes,8,,Yes,,,,,Yes,,
6648,HTC,Panache,HSPA 14.4/2 Mbps,Yes,Yes,2011,122.2 x 62.5 x 11.1 mm (4.81 x 2.46 x 0.44 in),150.0,Mini-SIM,TFT capacitive touchscreen  16M colors,3.8 inches (~53.8% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz Scorpion,Qualcomm MSM8255 Snapdragon S2,Adreno 205,microSD  up to 32 GB (dedicated slot)  8 GB included,8 GB (1.2 GB user available),768 MB RAM,5 MP| autofocus| LED flash,VGA videocall camera,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1400 mAh battery,200.0,http://cdn2.gsmarena.com/vv/bigpic/htc-panache.jpg,GSM,,,1,Yes,,,,TFT,,Yes,,
6649,Huawei,Y6 (2017),HSPA  LTE,Yes,Yes,2017,143.8 x 72 x 8.4 mm (5.66 x 2.83 x 0.33 in),150.0,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.6% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,Mediatek MT6737T,Mali-T720MP2,microSD  up to 128 GB,16 GB,2 GB RAM,13 MP| autofocus| dual-LED flash,5 MP| LED flash,Yes,Yes,Yes,,FM radio,Li-Ion 3000 mAh battery,150.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-y6-2017.jpg,GSM,LTE,Yes,4,Yes,,,,,LCD,Yes,,
6650,Huawei,Y5 (2017),HSPA  LTE,Yes,Yes,2017,143.8 x 72 x 8.4 mm (5.66 x 2.83 x 0.33 in),150.0,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.6% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,Mediatek MT6737T,Mali-T720MP2,microSD  up to 128 GB,16 GB,2 GB RAM,8 MP| f/2.0| autofocus| dual-LED flash,5 MP| LED flash,Yes,Yes,Yes,,FM radio,Li-Ion 3000 mAh battery,160.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-y5-2017.jpg,GSM,LTE,Yes,4,Yes,,,,,LCD,Yes,,
6651,Huawei,Y3II,HSPA  LTE,Yes,Yes,2016,134.2 x 66.7 x 9.9 mm (5.28 x 2.63 x 0.39 in),150.0,Dual SIM (Micro-SIM| dual stand-by),Capacitive touchscreen  16M colors,4.5 inches (~62.3% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53 - 4G model,Mediatek MT6735M - 4G model,Mali-T720MP2 - 4G model,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| dual-LED flash,2 MP,Yes,Yes,Yes,,FM radio,Removable Li-Po 2100 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-y3-2.jpg,GSM,LTE,Yes,4,,Yes,,,,,Yes,,
6652,Huawei,SnapTo,HSPA 42.2/3.6 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015,144.5 x 72.4 x 8.4 mm (5.69 x 2.85 x 0.33 in),150.0,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8926 Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,,FM radio,Non-removable Li-Ion 2200 mAh battery,170.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-snapto1.jpg,GSM,LTE,,4,Yes,,,,,LCD,Yes,,
6653,Huawei,Ascend Y520,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,134.2 x 67 x 10.2 mm (5.28 x 2.64 x 0.40 in),150.0,Micro-SIM,TFT capacitive touchscreen  256K colors,4.5 inches (~62.1% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1750 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-y520.jpg,GSM,,,2,Yes,,,,TFT,,Yes,,
6654,Huawei,Ascend Y511,HSPA,Yes,Yes,2013,132.8 x 67.4 x 10.5 mm (5.23 x 2.65 x 0.41 in),150.0,Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.3% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,VGA,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1730 mAh battery,110.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-y511.jpg,GSM,,Yes,2,Yes,,,,,LCD,Yes,,
6655,Huawei,Ascend G526,HSPA 21.1/5.76 Mbps,Yes,Yes,2013,134.5 x 67.5 x 9.9 mm (5.30 x 2.66 x 0.39 in),150.0,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~61.5% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1950 mAh battery,260.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-g526-new.jpg,GSM,LTE,,4,Yes,,,,,LCD,Yes,,
6656,Huawei,Ascend G510,HSPA 7.2/5.76 Mbps,Yes,Yes,2013,134 x 67 x 9.9 mm (5.28 x 2.64 x 0.39 in),150.0,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.2% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A5,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes (market dependent),FM radio,Removable Li-Ion 1700 mAh battery,100.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-g510-u8951.jpg,GSM,,Yes,2,Yes,,,,,LCD,Yes,,
6657,Huawei,Ascend D quad XL,HSPA 21.1/5.76 Mbps,Yes,Yes,2012,129 x 64 x 10.9 mm (5.08 x 2.52 x 0.43 in),150.0,Mini-SIM,IPS+ LCD  capacitive touchscreen  16M colors,4.5 inches (~67.6% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Quad-core 1.4 GHz Cortex-A9,Huawei K3V2,Vivante GC4000,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| dual-LED flash,1.3 MP| 720p,Yes,Yes,Yes,,FM radio,Non-removable Li-Po 2600 mAh battery,260.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-d-quad-xl-new.jpg,GSM,,,4,,Yes,,,,LCD,Yes,,
6658,Jolla,Jolla C,HSPA  LTE,Yes,Yes,2016,142 x 72 x 9.6 mm (5.59 x 2.83 x 0.38 in),150.0,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Sailfish 2.0,Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8909v2 Snapdragon 212,Adreno 304,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,,No,Removable Li-Ion 2500 mAh battery (7.98 Wh),170.0,http://cdn2.gsmarena.com/vv/bigpic/jolla-c.jpg,GSM,LTE,Yes,4,Yes,,,,,LCD,,,
6659,Karbonn,A25,,Yes,Yes,2013,146 x 78.6 x 10.5 mm (5.75 x 3.09 x 0.41 in),150.0,Dual SIM,Capacitive touchscreen,5.0 inches (~62.0% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),114 MB,,5 MP| LED flash,Yes,Yes,Yes,,,FM radio,Li-Ion 2000 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a25.jpg,GSM,,Yes,2,Yes,,,,,,Yes,,
6660,Lava,Iris Atom 3,HSPA,Yes,,2015,144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in),150.0,Dual SIM,Capacitive touchscreen,5.0 inches (~66.4% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz,,,microSD  up to 32 GB,8 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,,FM radio,Removable Li-Ion 2000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/lava-atom-3.jpg,GSM,,Yes,4,Yes,,,,,,Yes,,
6661,Lenovo,A7000 Turbo,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in),150.0,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0 (Lollipop),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| dual-LED flash,5 MP| f/2.2,Yes,Yes,Yes,,FM radio,Removable Li-Ion 2900 mAh battery,180.0,http://cdn2.gsmarena.com/vv/bigpic/lenovo-a7000-turbo.jpg,GSM,LTE,Yes,8,Yes,,,,,LCD,Yes,,
6662,Lenovo,K3 Note,HSPA  TD-SCDMA  LTE  TD-LTE,Yes,Yes,2015,152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in),150.0,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0.2 (Lollipop)| upgradable to 6.0 (Marshmallow),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| dual-LED flash| ,5 MP| f/2.4,Yes,Yes,Yes,,FM radio,Removable Li-Ion 3000 mAh battery,150.0,http://cdn2.gsmarena.com/vv/bigpic/lenovo-k3-note.jpg,GSM,LTE,Yes,8,Yes,,,,,LCD,Yes,,
6663,LG,Stylo 3 Plus,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017,155.7 x 79.8 x 7.4 mm (6.13 x 3.14 x 0.29 in),150.0,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.7 inches (~72.1% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 7.0 (Nougat),Octa-core 1.4 GHz Cortex-A53,Qualcomm MSM8940 Snapdragon 435,Adreno 505,microSD  up to 256 GB,32 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Yes,Yes,To be confirmed,Li-Ion 3080 mAh battery,260.0,http://cdn2.gsmarena.com/vv/bigpic/lg-stylo-3-plus.jpg,GSM,LTE,,8,Yes,,,,,LCD,Yes,,
6664,LG,X mach,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps,Yes,Yes,2016,149.1 x 76.5 x 8.9 mm (5.87 x 3.01 x 0.35 in),150.0,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.0% screen-to-body ratio),1440 x 2560 pixels (~538 ppi pixel density),Android 6.0.1 (Marshmallow),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Adreno 418,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,12.3 MP| f/2.0| autofocus| LED flash,8 MP| 1080p,Yes,Yes,Yes,Yes,FM radio,Removable Li-Ion 3000 mAh battery,480.0,http://cdn2.gsmarena.com/vv/bigpic/lg-x-mach.jpg,GSM,LTE,Yes,1,Yes,,,,,LCD,Yes,,
6665,Microsoft,Lumia 950 Dual SIM,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015,145 x 73.2 x 8.2 mm (5.71 x 2.88 x 0.32 in),150.0,Dual SIM (Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.2 inches (~70.2% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Microsoft Windows 10,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Adreno 418,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20 MP| f/1.9| 26mm| Carl Zeiss optics| OIS| autofocus| triple-LED RGB flash,5 MP| f/2.4| 1080p,Yes,Yes,Yes,Yes,FM radio,Removable Li-Ion 3000 mAh battery,280.0,http://cdn2.gsmarena.com/vv/bigpic/microsoft-lumia-950-1.jpg,GSM,LTE,Yes,1,Yes,,AMOLED,,,,,Yes,
6666,Microsoft,Lumia 950,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2015,145 x 73.2 x 8.2 mm (5.71 x 2.88 x 0.32 in),150.0,Nano-SIM,AMOLED capacitive touchscreen  16M colors,5.2 inches (~70.5% screen-to-body ratio),1440 x 2560 pixels (~564 ppi pixel density),Microsoft Windows 10,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Adreno 418,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,20 MP| f/1.9| 26mm| Carl Zeiss optics| OIS| autofocus| triple-LED RGB flash| ,5 MP| f/2.4| 1080p,Yes,Yes,Yes,Yes,FM radio,Removable Li-Ion 3000 mAh battery,280.0,http://cdn2.gsmarena.com/vv/bigpic/microsoft-lumia-950-1.jpg,GSM,LTE,,1,Yes,,AMOLED,,,,,Yes,
6667,Motorola,Moto E4 (USA),HSPA  LTE,Yes,Yes,2017,144.5 x 72 x 9.3 mm (5.69 x 2.83 x 0.37 in),150.0,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 7.1 (Nougat),Quad-core 1.4 GHz Cortex-A53,Qualcomm MSM8917 Snapdragon 425 or Qualcomm MSM8920 Snapdragon 427,Adreno 308,microSD  up to 128 GB,16 GB,2 GB RAM,8 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2| 1.4 µm pixel size| LED flash,Yes,Yes,Yes,,FM radio,Removable Li-Ion 2800 mAh battery,130.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-usa.jpg,GSM,LTE,,4,Yes,,,,,LCD,Yes,,
6668,Nokia,Lumia 830,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,139.4 x 70.7 x 8.5 mm (5.49 x 2.78 x 0.33 in),150.0,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~69.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Microsoft Windows Phone 8.1| upgradable to Microsoft Windows 10,Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),16 GB,1 GB RAM,10 MP| f/2.2| 26mm| Carl Zeiss optics| OIS| autofocus| LED flash| ,0.9 MP| 720p,Yes,Yes,Yes,Yes,FM radio,Removable Li-Ion 2200 mAh battery (BV-L4A),330.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-lumia-830.jpg,GSM,LTE,,4,Yes,,,,,LCD,,Yes,
6669,Nokia,E61i,Yes  384 kbps,Yes,Yes,2007,117 x 70 x 13.9 mm| 97 cc (4.61 x 2.76 x 0.55 in),150.0,Mini-SIM,TFT  16M colors,2.8 inches (~29.6% screen-to-body ratio),320 x 240 pixels (~143 ppi pixel density),Symbian OS 9.1| Series 60 v3.0 UI,220 MHz Dual ARM 9,,,microSD  up to 2 GB (dedicated slot),60 MB,64 MB RAM,2 MP,No,No,Yes,,,No,Removable Li-Po 1500 mAh battery (BP-4L),200.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-e61i.gif,GSM,,,2,,Yes,,,TFT,,,,
6670,Oppo,R11,HSPA  LTE,Yes,Yes,2017,154.5 x 74.8 x 6.8 mm (6.08 x 2.94 x 0.27 in),150.0,Dual SIM (Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.2% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 7.1.1 (Nougat),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Qualcomm MSM8956 Plus Snapdragon 660,Adreno 512,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,Dual 20 MP (f/2.6| AF) + 16 MP (f/1.7| PDAF)| phase detection autofocus| LED flash,20 MP| f/2.0| 1080p,Yes,Yes,Yes,,To be confirmed,Non-removable Li-Po 3000 mAh battery,400.0,http://cdn2.gsmarena.com/vv/bigpic/oppo-r11.jpg,GSM,LTE,Yes,8,,Yes,AMOLED,,,,Yes,,
6671,Oppo,N1 mini,HSPA  LTE,Yes,Yes,2014,148.4 x 72.2 x 9.2 mm (5.84 x 2.84 x 0.36 in),150.0,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~64.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.6 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,No,16 GB,2 GB RAM,13 MP| autofocus| LED flash,13 MP| autofocus| LED flash,Yes,Yes,Yes,,No,Non-removable Li-Ion 2140 mAh battery,330.0,http://cdn2.gsmarena.com/vv/bigpic/oppo-n1-mini1.jpg,GSM,LTE,,4,Yes,,,,,LCD,Yes,,
6672,Posh,Orion S450,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,-,150.0,Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches,540 x 960 pixels (~245 ppi pixel density),Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,,Stereo FM radio| RDS,Li-Ion 2000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/posh-s450.jpg,GSM,,Yes,2,Yes,,,,,LCD,Yes,,
6673,QMobile,Noir S4,HSPA 21.1/5.76 Mbps,Yes,Yes,2016,144.4 x 72.5 x 8.7 mm (5.69 x 2.85 x 0.34 in),150.0,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 64 GB,16 GB,2 GB RAM,8 MP| f/2.0| autofocus| LED flash,8 MP| f/2.0,Yes,Yes,Yes,,FM radio,Removable Li-Ion 3000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/QMobile_Noir_S4.jpg,GSM,,Yes,4,Yes,,,,,LCD,Yes,,
6674,QMobile,Noir X450,HSPA 21.1/5.76 Mbps,Yes,Yes,2015,142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in),150.0,Dual SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~64.9% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP| LED flash,Yes,Yes,Yes,,FM radio,Li-Ion 1950 mAh battery,160.0,http://cdn2.gsmarena.com/vv/bigpic/qmobile-x450.jpg,GSM,,Yes,4,Yes,,,,TFT,,Yes,,
6675,QMobile,Noir Z5,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,150.6 x 75 x 9.5 mm (5.93 x 2.95 x 0.37 in),150.0,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~73.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8274 Snapdragon 800,Adreno 330,No,16 GB,2 GB RAM,16 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes,,Stereo FM radio,Non-removable Li-Po 2500 mAh battery,310.0,http://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-z5.jpg,GSM,,,4,,Yes,,,,LCD,Yes,,
6676,verykool,s470,HSPA 42.2/11.5 Mbps,Yes,Yes,2013,137 x 71 x 10.5 mm (5.39 x 2.80 x 0.41 in),150.0,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches (~62.6% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),,1 GB RAM,8 MP| autofocus| dual-LED flash,2 MP,Yes,Yes,Yes,,FM radio,Removable Li-Ion 2000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s470.jpg,GSM,,Yes,4,Yes,,,,,LCD,Yes,,
6677,vivo,X3S,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,143.3 x 71 x 6 mm (5.64 x 2.80 x 0.24 in),150.0,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.2.2 (Jelly Bean),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,16 GB,1 GB RAM,13 MP| autofocus| LED flash,Yes,Yes,Yes,Yes,,FM radio,Non-removable Li-Po 2000 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/vivo-x3s.jpg,GSM,,Yes,8,,Yes,,,,LCD,Yes,,
6678,Vodafone,Smart ultra 7,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016,152.2 x 78.1 x 8.7 mm (5.99 x 3.07 x 0.34 in),150.0,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.2% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755M,Mali-T860MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Yes,,FM radio,Non-removable Li-Ion 2960 mAh battery,160.0,http://cdn2.gsmarena.com/vv/bigpic/vodafone-smart-ultra-7.jpg,GSM,LTE,,8,Yes,,,,,LCD,Yes,,
